individus	death.date	 postinfection.days	treatment	exposition	carriers	period	hours	infected.PCR	gametocyt	planteffect	status
22	21/08/2013	1	glucose	yes	1	amorning	24	no	21	L	1
23	21/08/2013	1	glucose	yes	1	amorning	24	no	21	L	1
24	21/08/2013	1	glucose	yes	1	amorning	24	no	21	L	1
25	21/08/2013	1	glucose	yes	1	amorning	24	no	21	L	1
26	21/08/2013	1	glucose	yes	1	amorning	24	no	21	L	1
27	21/08/2013	1	glucose	yes	1	amorning	24	no	21	L	1
28	21/08/2013	1	glucose	yes	1	amorning	24	no	21	L	1
35	21/08/2013	1	lannea	yes	1	amorning	24	no	21	L	1
36	21/08/2013	1	lannea	yes	1	amorning	24	no	21	L	1
37	21/08/2013	1	lannea	yes	1	amorning	24	no	21	L	1
38	21/08/2013	1	lannea	yes	1	amorning	24	yes	21	L	1
39	21/08/2013	1	lannea	yes	1	amorning	24	no	21	L	1
40	21/08/2013	1	lannea	yes	1	amorning	24	no	21	L	1
44	21/08/2013	1	lannea	yes	1	amorning	24	no	21	L	1
1	21/08/2013	1	lupilina	yes	1	amorning	24	no	21	L	1
2	21/08/2013	1	lupilina	yes	1	amorning	24	no	21	L	1
3	21/08/2013	1	lupilina	yes	1	amorning	24	no	21	L	1
4	21/08/2013	1	lupilina	yes	1	amorning	24	no	21	L	1
13	21/08/2013	1	thevetia	yes	1	amorning	24	no	21	L	1
14	21/08/2013	1	thevetia	yes	1	amorning	24	no	21	L	1
15	21/08/2013	1	thevetia	yes	1	amorning	24	no	21	L	1
16	21/08/2013	1	thevetia	yes	1	amorning	24	no	21	L	1
17	21/08/2013	1	thevetia	yes	1	amorning	24	no	21	L	1
66	21/08/2013	1	lannea	yes	1	evening	32	no	21	L	1
67	21/08/2013	1	lannea	yes	1	evening	32	no	21	L	1
68	21/08/2013	1	lannea	yes	1	evening	32	no	21	L	1
60	21/08/2013	1	lupilina	yes	1	evening	32	no	21	L	1
61	21/08/2013	1	lupilina	yes	1	evening	32	no	21	L	1
62	21/08/2013	1	lupilina	yes	1	evening	32	no	21	L	1
55	21/08/2013	1	thevetia	yes	1	evening	32	no	21	L	1
56	21/08/2013	1	thevetia	yes	1	evening	32	no	21	L	1
85	22/08/2013	2	lannea	yes	1	amorning	48	no	21	L	1
86	22/08/2013	2	lannea	yes	1	amorning	48	no	21	L	1
87	22/08/2013	2	lannea	yes	1	amorning	48	no	21	L	1
94	22/08/2013	2	lupilina	yes	1	amorning	48	no	21	L	1
95	22/08/2013	2	lupilina	yes	1	amorning	48	no	21	L	1
96	22/08/2013	2	lupilina	yes	1	amorning	48	no	21	L	1
91	22/08/2013	2	thevetia	yes	1	amorning	48	no	21	L	1
98	22/08/2013	2	glucose	yes	1	evening	56	no	21	L	1
99	22/08/2013	2	glucose	yes	1	evening	56	no	21	L	1
100	22/08/2013	2	glucose	yes	1	evening	56	no	21	L	1
101	22/08/2013	2	glucose	yes	1	evening	56	no	21	L	1
106	22/08/2013	2	lupilina	yes	1	evening	56	no	21	L	1
108	23/08/2013	3	glucose	yes	1	amorning	72	no	21	L	1
109	23/08/2013	3	glucose	yes	1	amorning	72	no	21	L	1
110	23/08/2013	3	glucose	yes	1	amorning	72	no	21	L	1
111	23/08/2013	3	glucose	yes	1	amorning	72	no	21	L	1
112	23/08/2013	3	glucose	yes	1	amorning	72	no	21	L	1
115	23/08/2013	3	glucose	yes	1	amorning	72	no	21	L	1
116	23/08/2013	3	glucose	yes	1	amorning	72	no	21	L	1
117	23/08/2013	3	glucose	yes	1	amorning	72	no	21	L	1
128	23/08/2013	3	lannea	yes	1	amorning	72	no	21	L	1
123	23/08/2013	3	lupilina	yes	1	amorning	72	no	21	L	1
124	23/08/2013	3	lupilina	yes	1	amorning	72	no	21	L	1
133	23/08/2013	3	thevetia	yes	1	amorning	72	no	21	L	1
146	23/08/2013	3	glucose	yes	1	evening	80	no	21	L	1
138	23/08/2013	3	lupilina	yes	1	evening	80	no	21	L	1
141	23/08/2013	3	thevetia	yes	1	evening	80	no	21	L	1
142	23/08/2013	3	thevetia	yes	1	evening	80	no	21	L	1
156	24/08/2013	4	glucose	yes	1	amorning	96	no	21	L	1
157	24/08/2013	4	glucose	yes	1	amorning	96	no	21	L	1
158	24/08/2013	4	glucose	yes	1	amorning	96	no	21	L	1
152	24/08/2013	4	lannea	yes	1	amorning	96	yes	21	L	1
169	24/08/2013	4	lupilina	yes	1	amorning	96	no	21	L	1
170	24/08/2013	4	lupilina	yes	1	amorning	96	no	21	L	1
174	24/08/2013	4	lannea	yes	1	evening	104	no	21	L	1
192	25/08/2013	5	glucose	yes	1	amorning	120	no	21	L	1
193	25/08/2013	5	glucose	yes	1	amorning	120	no	21	L	1
184	25/08/2013	5	lannea	yes	1	amorning	120	no	21	L	1
185	25/08/2013	5	lannea	yes	1	amorning	120	no	21	L	1
186	25/08/2013	5	lannea	yes	1	amorning	120	no	21	L	1
178	25/08/2013	5	lupilina	yes	1	amorning	120	no	21	L	1
179	25/08/2013	5	lupilina	yes	1	amorning	120	no	21	L	1
180	25/08/2013	5	lupilina	yes	1	amorning	120	no	21	L	1
181	25/08/2013	5	lupilina	yes	1	amorning	120	no	21	L	1
201	26/08/2013	6	lannea	yes	1	amorning	144	no	21	L	1
202	26/08/2013	6	lannea	yes	1	amorning	144	no	21	L	1
203	26/08/2013	6	lannea	yes	1	amorning	144	no	21	L	1
204	26/08/2013	6	lannea	yes	1	amorning	144	no	21	L	1
208	26/08/2013	6	lannea	yes	1	amorning	144	no	21	L	1
209	26/08/2013	6	lannea	yes	1	amorning	144	no	21	L	1
210	26/08/2013	6	lannea	yes	1	amorning	144	no	21	L	1
220	26/08/2013	6	lupilina	yes	1	amorning	144	no	21	L	1
221	26/08/2013	6	lupilina	yes	1	amorning	144	no	21	L	1
222	26/08/2013	6	lupilina	yes	1	amorning	144	no	21	L	1
223	26/08/2013	6	lupilina	yes	1	amorning	144	no	21	L	1
225	26/08/2013	6	lannea	yes	1	evening	152	no	21	L	1
226	26/08/2013	6	lannea	yes	1	evening	152	no	21	L	1
227	26/08/2013	6	lannea	yes	1	evening	152	no	21	L	1
228	26/08/2013	6	lannea	yes	1	evening	152	no	21	L	1
246	27/08/2013	7	glucose	yes	1	amorning	168	no	21	L	1
247	27/08/2013	7	glucose	yes	1	amorning	168	no	21	L	1
237	27/08/2013	7	lupilina	yes	1	amorning	168	no	21	L	1
238	27/08/2013	7	lupilina	yes	1	amorning	168	no	21	L	1
239	27/08/2013	7	lupilina	yes	1	amorning	168	no	21	L	1
240	27/08/2013	7	lupilina	yes	1	amorning	168	no	21	L	1
260	28/08/2013	8	lannea	yes	1	amorning	192	no	21	L	1
261	28/08/2013	8	lupilina	yes	1	amorning	192	no	21	L	1
267	28/08/2013	8	glucose	yes	1	evening	200	no	21	L	1
268	28/08/2013	8	glucose	yes	1	evening	200	no	21	L	1
269	28/08/2013	8	glucose	yes	1	evening	200	no	21	L	1
270	28/08/2013	8	glucose	yes	1	evening	200	no	21	L	1
276	28/08/2013	8	lannea	yes	1	evening	200	no	21	L	1
280	28/08/2013	8	lupilina	yes	1	evening	200	no	21	L	1
281	28/08/2013	8	lupilina	yes	1	evening	200	no	21	L	1
286	29/08/2013	9	lannea	yes	1	amorning	216	no	21	L	1
294	29/08/2013	9	lupilina	yes	1	amorning	216	no	21	L	1
295	29/08/2013	9	lupilina	yes	1	amorning	216	no	21	L	1
296	29/08/2013	9	lupilina	yes	1	amorning	216	no	21	L	1
297	29/08/2013	9	lupilina	yes	1	amorning	216	no	21	L	1
302	29/08/2013	9	lupilina	yes	1	evening	224	yes	21	L	1
303	30/08/2013	10	glucose	yes	1	amorning	240	yes	21	L	1
314	30/08/2013	10	lannea	yes	1	amorning	240	no	21	L	1
315	30/08/2013	10	lannea	yes	1	amorning	240	no	21	L	1
319	30/08/2013	10	lannea	yes	1	amorning	240	yes	21	L	1
320	30/08/2013	10	lannea	yes	1	amorning	240	no	21	L	1
322	30/08/2013	10	lupilina	yes	1	amorning	240	no	21	L	1
323	30/08/2013	10	lupilina	yes	1	amorning	240	yes	21	L	1
328	30/08/2013	10	lannea	yes	1	evening	248	no	21	L	1
329	30/08/2013	10	lannea	yes	1	evening	248	no	21	L	1
331	30/08/2013	10	lannea	yes	1	evening	248	no	21	L	1
332	30/08/2013	10	lannea	yes	1	evening	248	no	21	L	1
333	30/08/2013	10	lannea	yes	1	evening	248	no	21	L	1
326	30/08/2013	10	lupilina	yes	1	evening	248	yes	21	L	1
350	31/08/2013	11	lannea	yes	1	amorning	264	yes	21	L	1
351	31/08/2013	11	lannea	yes	1	amorning	264	yes	21	L	1
352	31/08/2013	11	lannea	yes	1	amorning	264	no	21	L	1
353	31/08/2013	11	lannea	yes	1	amorning	264	no	21	L	1
347	31/08/2013	11	lupilina	yes	1	amorning	264	no	21	L	1
348	31/08/2013	11	lupilina	yes	1	amorning	264	yes	21	L	1
349	31/08/2013	11	lupilina	yes	1	amorning	264	no	21	L	1
360	31/08/2013	11	lannea	yes	1	evening	272	yes	21	L	1
363	01/09/2013	12	lannea	yes	1	amorning	288	no	21	L	1
364	01/09/2013	12	lannea	yes	1	amorning	288	yes	21	L	1
365	01/09/2013	12	lannea	yes	1	amorning	288	no	21	L	1
366	01/09/2013	12	lannea	yes	1	amorning	288	no	21	L	1
379	01/09/2013	12	lupilina	yes	1	amorning	288	yes	21	L	1
380	01/09/2013	12	lupilina	yes	1	amorning	288	no	21	L	1
381	01/09/2013	12	lupilina	yes	1	amorning	288	no	21	L	1
382	01/09/2013	12	thevetia	yes	1	amorning	288	no	21	L	1
383	01/09/2013	12	glucose	yes	1	evening	296	no	21	L	1
384	01/09/2013	12	lannea	yes	1	evening	296	yes	21	L	1
386	01/09/2013	12	lupilina	yes	1	evening	296	no	21	L	1
387	01/09/2013	12	lupilina	yes	1	evening	296	yes	21	L	1
394	02/09/2013	13	lannea	yes	1	amorning	312	no	21	L	1
395	02/09/2013	13	lannea	yes	1	amorning	312	no	21	L	1
389	02/09/2013	13	lupilina	yes	1	amorning	312	no	21	L	1
390	02/09/2013	13	lupilina	yes	1	amorning	312	yes	21	L	1
391	02/09/2013	13	lupilina	yes	1	amorning	312	yes	21	L	1
409	02/09/2013	13	lannea	yes	1	evening	320	no	21	L	1
410	02/09/2013	13	lannea	yes	1	evening	320	yes	21	L	1
411	02/09/2013	13	lannea	yes	1	evening	320	no	21	L	1
412	02/09/2013	13	lannea	yes	1	evening	320	no	21	L	1
413	02/09/2013	13	lannea	yes	1	evening	320	no	21	L	1
427	02/09/2013	13	lupilina	yes	1	evening	320	yes	21	L	1
428	02/09/2013	13	lupilina	yes	1	evening	320	yes	21	L	1
1	NA	14	glucose	NA	1	NA	336	NA	21	L	0
2	NA	14	glucose	NA	1	NA	336	NA	21	L	0
3	NA	14	glucose	NA	1	NA	336	NA	21	L	0
4	NA	14	glucose	NA	1	NA	336	NA	21	L	0
5	NA	14	glucose	NA	1	NA	336	NA	21	L	0
6	NA	14	glucose	NA	1	NA	336	NA	21	L	0
7	NA	14	glucose	NA	1	NA	336	NA	21	L	0
8	NA	14	glucose	NA	1	NA	336	NA	21	L	0
9	NA	14	glucose	NA	1	NA	336	NA	21	L	0
10	NA	14	glucose	NA	1	NA	336	NA	21	L	0
11	NA	14	glucose	NA	1	NA	336	NA	21	L	0
12	NA	14	glucose	NA	1	NA	336	NA	21	L	0
13	NA	14	glucose	NA	1	NA	336	NA	21	L	0
14	NA	14	glucose	NA	1	NA	336	NA	21	L	0
15	NA	14	glucose	NA	1	NA	336	NA	21	L	0
16	NA	14	glucose	NA	1	NA	336	NA	21	L	0
17	NA	14	glucose	NA	1	NA	336	NA	21	L	0
18	NA	14	glucose	NA	1	NA	336	NA	21	L	0
19	NA	14	glucose	NA	1	NA	336	NA	21	L	0
20	NA	14	glucose	NA	1	NA	336	NA	21	L	0
1	NA	14	lannea	NA	1	NA	336	NA	21	L	0
2	NA	14	lannea	NA	1	NA	336	NA	21	L	0
3	NA	14	lannea	NA	1	NA	336	NA	21	L	0
4	NA	14	lannea	NA	1	NA	336	NA	21	L	0
5	NA	14	lannea	NA	1	NA	336	NA	21	L	0
6	NA	14	lannea	NA	1	NA	336	NA	21	L	0
7	NA	14	lannea	NA	1	NA	336	NA	21	L	0
8	NA	14	lannea	NA	1	NA	336	NA	21	L	0
9	NA	14	lannea	NA	1	NA	336	NA	21	L	0
10	NA	14	lannea	NA	1	NA	336	NA	21	L	0
11	NA	14	lannea	NA	1	NA	336	NA	21	L	0
12	NA	14	lannea	NA	1	NA	336	NA	21	L	0
13	NA	14	lannea	NA	1	NA	336	NA	21	L	0
14	NA	14	lannea	NA	1	NA	336	NA	21	L	0
15	NA	14	lannea	NA	1	NA	336	NA	21	L	0
16	NA	14	lannea	NA	1	NA	336	NA	21	L	0
17	NA	14	lannea	NA	1	NA	336	NA	21	L	0
18	NA	14	lannea	NA	1	NA	336	NA	21	L	0
19	NA	14	lannea	NA	1	NA	336	NA	21	L	0
20	NA	14	lannea	NA	1	NA	336	NA	21	L	0
21	NA	14	lannea	NA	1	NA	336	NA	21	L	0
22	NA	14	lannea	NA	1	NA	336	NA	21	L	0
1	NA	14	lupilina	NA	1	NA	336	NA	21	L	0
2	NA	14	lupilina	NA	1	NA	336	NA	21	L	0
3	NA	14	lupilina	NA	1	NA	336	NA	21	L	0
4	NA	14	lupilina	NA	1	NA	336	NA	21	L	0
5	NA	14	lupilina	NA	1	NA	336	NA	21	L	0
6	NA	14	lupilina	NA	1	NA	336	NA	21	L	0
7	NA	14	lupilina	NA	1	NA	336	NA	21	L	0
8	NA	14	lupilina	NA	1	NA	336	NA	21	L	0
9	NA	14	lupilina	NA	1	NA	336	NA	21	L	0
10	NA	14	lupilina	NA	1	NA	336	NA	21	L	0
11	NA	14	lupilina	NA	1	NA	336	NA	21	L	0
12	NA	14	lupilina	NA	1	NA	336	NA	21	L	0
13	NA	14	lupilina	NA	1	NA	336	NA	21	L	0
14	NA	14	lupilina	NA	1	NA	336	NA	21	L	0
15	NA	14	lupilina	NA	1	NA	336	NA	21	L	0
16	NA	14	lupilina	NA	1	NA	336	NA	21	L	0
17	NA	14	lupilina	NA	1	NA	336	NA	21	L	0
18	NA	14	lupilina	NA	1	NA	336	NA	21	L	0
19	NA	14	lupilina	NA	1	NA	336	NA	21	L	0
20	NA	14	lupilina	NA	1	NA	336	NA	21	L	0
21	NA	14	lupilina	NA	1	NA	336	NA	21	L	0
22	NA	14	lupilina	NA	1	NA	336	NA	21	L	0
23	NA	14	lupilina	NA	1	NA	336	NA	21	L	0
24	NA	14	lupilina	NA	1	NA	336	NA	21	L	0
25	NA	14	lupilina	NA	1	NA	336	NA	21	L	0
26	NA	14	lupilina	NA	1	NA	336	NA	21	L	0
27	NA	14	lupilina	NA	1	NA	336	NA	21	L	0
28	NA	14	lupilina	NA	1	NA	336	NA	21	L	0
29	NA	14	lupilina	NA	1	NA	336	NA	21	L	0
30	NA	14	lupilina	NA	1	NA	336	NA	21	L	0
31	NA	14	lupilina	NA	1	NA	336	NA	21	L	0
32	NA	14	lupilina	NA	1	NA	336	NA	21	L	0
33	NA	14	lupilina	NA	1	NA	336	NA	21	L	0
34	NA	14	lupilina	NA	1	NA	336	NA	21	L	0
35	NA	14	lupilina	NA	1	NA	336	NA	21	L	0
36	NA	14	lupilina	NA	1	NA	336	NA	21	L	0
37	NA	14	lupilina	NA	1	NA	336	NA	21	L	0
38	NA	14	lupilina	NA	1	NA	336	NA	21	L	0
39	NA	14	lupilina	NA	1	NA	336	NA	21	L	0
40	NA	14	lupilina	NA	1	NA	336	NA	21	L	0
41	NA	14	lupilina	NA	1	NA	336	NA	21	L	0
42	NA	14	lupilina	NA	1	NA	336	NA	21	L	0
43	NA	14	lupilina	NA	1	NA	336	NA	21	L	0
44	NA	14	lupilina	NA	1	NA	336	NA	21	L	0
45	NA	14	lupilina	NA	1	NA	336	NA	21	L	0
46	NA	14	lupilina	NA	1	NA	336	NA	21	L	0
47	NA	14	lupilina	NA	1	NA	336	NA	21	L	0
48	NA	14	lupilina	NA	1	NA	336	NA	21	L	0
49	NA	14	lupilina	NA	1	NA	336	NA	21	L	0
50	NA	14	lupilina	NA	1	NA	336	NA	21	L	0
1	NA	14	thevetia	NA	1	NA	336	NA	21	L	0
2	NA	14	thevetia	NA	1	NA	336	NA	21	L	0
3	NA	14	thevetia	NA	1	NA	336	NA	21	L	0
4	NA	14	thevetia	NA	1	NA	336	NA	21	L	0
45	21/08/2013	1	lannea	yes	2	amorning	24	yes	14	L	1
46	21/08/2013	1	lannea	yes	2	amorning	24	yes	14	L	1
47	21/08/2013	1	lannea	yes	2	amorning	24	yes	14	L	1
48	21/08/2013	1	lannea	yes	2	amorning	24	no	14	L	1
49	21/08/2013	1	lannea	yes	2	amorning	24	no	14	L	1
50	21/08/2013	1	lannea	yes	2	amorning	24	no	14	L	1
51	21/08/2013	1	lannea	yes	2	amorning	24	no	14	L	1
54	21/08/2013	1	lannea	yes	2	amorning	24	no	14	L	1
5	21/08/2013	1	lupilina	yes	2	amorning	24	no	14	L	1
6	21/08/2013	1	lupilina	yes	2	amorning	24	yes	14	L	1
7	21/08/2013	1	lupilina	yes	2	amorning	24	yes	14	L	1
8	21/08/2013	1	lupilina	yes	2	amorning	24	yes	14	L	1
9	21/08/2013	1	lupilina	yes	2	amorning	24	no	14	L	1
10	21/08/2013	1	lupilina	yes	2	amorning	24	no	14	L	1
11	21/08/2013	1	lupilina	yes	2	amorning	24	no	14	L	1
12	21/08/2013	1	lupilina	yes	2	amorning	24	no	14	L	1
18	21/08/2013	1	thevetia	yes	2	amorning	24	yes	14	L	1
19	21/08/2013	1	thevetia	yes	2	amorning	24	yes	14	L	1
20	21/08/2013	1	thevetia	yes	2	amorning	24	yes	14	L	1
21	21/08/2013	1	thevetia	yes	2	amorning	24	no	14	L	1
22	21/08/2013	1	thevetia	yes	2	amorning	24	yes	14	L	1
23	21/08/2013	1	thevetia	yes	2	amorning	24	no	14	L	1
64	21/08/2013	1	glucose	yes	2	evening	32	no	14	L	1
65	22/08/2013	1	glucose	yes	2	evening	32	no	14	L	1
71	21/08/2013	1	lannea	yes	2	evening	32	no	14	L	1
72	21/08/2013	1	lannea	yes	2	evening	32	yes	14	L	1
63	21/08/2013	1	lupilina	yes	2	evening	32	no	14	L	1
57	21/08/2013	1	thevetia	yes	2	evening	32	no	14	L	1
58	21/08/2013	1	thevetia	yes	2	evening	32	no	14	L	1
59	21/08/2013	1	thevetia	yes	2	evening	32	no	14	L	1
88	22/08/2013	2	lannea	yes	2	amorning	48	no	14	L	1
97	22/08/2013	2	lupilina	yes	2	amorning	48	no	14	L	1
92	22/08/2013	2	thevetia	yes	2	amorning	48	no	14	L	1
93	22/08/2013	2	thevetia	yes	2	amorning	48	no	14	L	1
129	23/08/2013	3	lannea	yes	2	amorning	72	no	14	L	1
132	23/08/2013	3	lannea	yes	2	amorning	72	no	14	L	1
125	23/08/2013	3	lupilina	yes	2	amorning	72	no	14	L	1
126	23/08/2013	3	lupilina	yes	2	amorning	72	no	14	L	1
127	23/08/2013	3	lupilina	yes	2	amorning	72	no	14	L	1
134	23/08/2013	3	thevetia	yes	2	amorning	72	no	14	L	1
135	23/08/2013	3	thevetia	yes	2	amorning	72	no	14	L	1
136	23/08/2013	3	thevetia	yes	2	amorning	72	no	14	L	1
137	23/08/2013	3	thevetia	yes	2	amorning	72	no	14	L	1
147	23/08/2013	3	glucose	yes	2	evening	80	no	14	L	1
148	23/08/2013	3	glucose	yes	2	evening	80	no	14	L	1
144	23/08/2013	3	lannea	yes	2	evening	80	no	14	L	1
145	23/08/2013	3	lannea	yes	2	evening	80	no	14	L	1
139	23/08/2013	3	lupilina	yes	2	evening	80	no	14	L	1
140	23/08/2013	3	lupilina	yes	2	evening	80	no	14	L	1
143	23/08/2013	3	thevetia	yes	2	evening	80	no	14	L	1
166	24/08/2013	4	glucose	yes	2	amorning	96	no	14	L	1
153	24/08/2013	4	lannea	yes	2	amorning	96	no	14	L	1
154	24/08/2013	4	lannea	yes	2	amorning	96	no	14	L	1
155	24/08/2013	4	lannea	yes	2	amorning	96	no	14	L	1
171	24/08/2013	4	lupilina	yes	2	amorning	96	no	14	L	1
167	24/08/2013	4	thevetia	yes	2	amorning	96	no	14	L	1
168	24/08/2013	4	thevetia	yes	2	amorning	96	no	14	L	1
173	24/08/2013	4	glucose	yes	2	evening	104	no	14	L	1
175	24/08/2013	4	lannea	yes	2	evening	104	no	14	L	1
177	24/08/2013	4	lupilina	yes	2	evening	104	no	14	L	1
190	25/08/2013	5	lannea	yes	2	amorning	120	no	14	L	1
191	25/08/2013	5	lannea	yes	2	amorning	120	no	14	L	1
182	25/08/2013	5	lupilina	yes	2	amorning	120	no	14	L	1
183	25/08/2013	5	thevetia	yes	2	amorning	120	no	14	L	1
198	25/08/2013	5	lannea	yes	2	evening	128	no	14	L	1
197	25/08/2013	5	thevetia	yes	2	evening	128	no	14	L	1
214	26/08/2013	6	glucose	yes	2	amorning	144	no	14	L	1
211	26/08/2013	6	lannea	yes	2	amorning	144	no	14	L	1
224	26/08/2013	6	glucose	yes	2	evening	152	no	14	L	1
232	26/08/2013	6	lannea	yes	2	evening	152	no	14	L	1
233	26/08/2013	6	lannea	yes	2	evening	152	no	14	L	1
234	26/08/2013	6	lannea	yes	2	evening	152	no	14	L	1
235	26/08/2013	6	lannea	yes	2	evening	152	no	14	L	1
236	26/08/2013	6	lannea	yes	2	evening	152	no	14	L	1
244	27/08/2013	7	lannea	yes	2	amorning	168	no	14	L	1
245	27/08/2013	7	lannea	yes	2	amorning	168	no	14	L	1
241	27/08/2013	7	lupilina	yes	2	amorning	168	no	14	L	1
242	27/08/2013	7	lupilina	yes	2	amorning	168	no	14	L	1
243	27/08/2013	7	lupilina	yes	2	amorning	168	no	14	L	1
262	28/08/2013	8	lupilina	yes	2	amorning	192	no	14	L	1
263	28/08/2013	8	lupilina	yes	2	amorning	192	no	14	L	1
264	28/08/2013	8	lupilina	yes	2	amorning	192	no	14	L	1
265	28/08/2013	8	lupilina	yes	2	amorning	192	no	14	L	1
266	28/08/2013	8	lupilina	yes	2	amorning	192	no	14	L	1
271	28/08/2013	8	glucose	yes	2	evening	200	no	14	L	1
272	28/08/2013	8	glucose	yes	2	evening	200	no	14	L	1
273	28/08/2013	8	glucose	yes	2	evening	200	no	14	L	1
274	28/08/2013	8	glucose	yes	2	evening	200	no	14	L	1
275	28/08/2013	8	glucose	yes	2	evening	200	no	14	L	1
279	28/08/2013	8	lannea	yes	2	evening	200	no	14	L	1
282	28/08/2013	8	lupilina	yes	2	evening	200	no	14	L	1
283	28/08/2013	8	lupilina	yes	2	evening	200	no	14	L	1
284	28/08/2013	8	thevetia	yes	2	evening	200	no	14	L	1
285	28/08/2013	8	thevetia	yes	2	evening	200	no	14	L	1
287	29/08/2013	9	lannea	yes	2	amorning	216	no	14	L	1
288	29/08/2013	9	lannea	yes	2	amorning	216	no	14	L	1
299	29/08/2013	9	lupilina	yes	2	evening	224	yes	14	L	1
300	29/08/2013	9	lupilina	yes	2	evening	224	yes	14	L	1
301	29/08/2013	9	lupilina	yes	2	evening	224	yes	14	L	1
321	30/08/2013	10	lannea	yes	2	amorning	240	no	14	L	1
324	30/08/2013	10	lupilina	yes	2	amorning	240	no	14	L	1
325	30/08/2013	10	lupilina	yes	2	amorning	240	no	14	L	1
327	30/08/2013	10	lupilina	yes	2	evening	248	no	14	L	1
361	31/08/2013	11	lannea	yes	2	evening	272	no	14	L	1
362	31/08/2013	11	lupilina	yes	2	evening	272	yes	14	L	1
388	01/09/2013	12	lupilina	yes	2	evening	296	no	14	L	1
396	02/09/2013	13	lannea	yes	2	amorning	312	no	14	L	1
399	02/09/2013	13	lannea	yes	2	amorning	312	no	14	L	1
392	02/09/2013	13	lupilina	yes	2	amorning	312	no	14	L	1
393	02/09/2013	13	lupilina	yes	2	amorning	312	no	14	L	1
420	02/09/2013	13	glucose	yes	2	evening	320	yes	14	L	1
421	02/09/2013	13	glucose	yes	2	evening	320	yes	14	L	1
422	02/09/2013	13	glucose	yes	2	evening	320	yes	14	L	1
414	02/09/2013	13	lannea	yes	2	evening	320	no	14	L	1
415	02/09/2013	13	lannea	yes	2	evening	320	no	14	L	1
416	02/09/2013	13	lannea	yes	2	evening	320	no	14	L	1
417	02/09/2013	13	lannea	yes	2	evening	320	no	14	L	1
418	02/09/2013	13	lannea	yes	2	evening	320	no	14	L	1
419	02/09/2013	13	lannea	yes	2	evening	320	no	14	L	1
423	02/09/2013	13	thevetia	yes	2	evening	320	yes	14	L	1
424	02/09/2013	13	thevetia	yes	2	evening	320	no	14	L	1
425	02/09/2013	13	thevetia	yes	2	evening	320	no	14	L	1
426	02/09/2013	13	thevetia	yes	2	evening	320	yes	14	L	1
1	NA	14	glucose	NA	2	NA	336	NA	14	L	0
2	NA	14	glucose	NA	2	NA	336	NA	14	L	0
3	NA	14	glucose	NA	2	NA	336	NA	14	L	0
4	NA	14	glucose	NA	2	NA	336	NA	14	L	0
5	NA	14	glucose	NA	2	NA	336	NA	14	L	0
6	NA	14	glucose	NA	2	NA	336	NA	14	L	0
7	NA	14	glucose	NA	2	NA	336	NA	14	L	0
8	NA	14	glucose	NA	2	NA	336	NA	14	L	0
9	NA	14	glucose	NA	2	NA	336	NA	14	L	0
10	NA	14	glucose	NA	2	NA	336	NA	14	L	0
11	NA	14	glucose	NA	2	NA	336	NA	14	L	0
12	NA	14	glucose	NA	2	NA	336	NA	14	L	0
13	NA	14	glucose	NA	2	NA	336	NA	14	L	0
14	NA	14	glucose	NA	2	NA	336	NA	14	L	0
15	NA	14	glucose	NA	2	NA	336	NA	14	L	0
16	NA	14	glucose	NA	2	NA	336	NA	14	L	0
17	NA	14	glucose	NA	2	NA	336	NA	14	L	0
18	NA	14	glucose	NA	2	NA	336	NA	14	L	0
19	NA	14	glucose	NA	2	NA	336	NA	14	L	0
20	NA	14	glucose	NA	2	NA	336	NA	14	L	0
21	NA	14	glucose	NA	2	NA	336	NA	14	L	0
22	NA	14	glucose	NA	2	NA	336	NA	14	L	0
23	NA	14	glucose	NA	2	NA	336	NA	14	L	0
24	NA	14	glucose	NA	2	NA	336	NA	14	L	0
25	NA	14	glucose	NA	2	NA	336	NA	14	L	0
26	NA	14	glucose	NA	2	NA	336	NA	14	L	0
27	NA	14	glucose	NA	2	NA	336	NA	14	L	0
1	NA	14	lannea	NA	2	NA	336	NA	14	L	0
2	NA	14	lannea	NA	2	NA	336	NA	14	L	0
3	NA	14	lannea	NA	2	NA	336	NA	14	L	0
4	NA	14	lannea	NA	2	NA	336	NA	14	L	0
5	NA	14	lannea	NA	2	NA	336	NA	14	L	0
6	NA	14	lannea	NA	2	NA	336	NA	14	L	0
7	NA	14	lannea	NA	2	NA	336	NA	14	L	0
8	NA	14	lannea	NA	2	NA	336	NA	14	L	0
9	NA	14	lannea	NA	2	NA	336	NA	14	L	0
10	NA	14	lannea	NA	2	NA	336	NA	14	L	0
11	NA	14	lannea	NA	2	NA	336	NA	14	L	0
12	NA	14	lannea	NA	2	NA	336	NA	14	L	0
13	NA	14	lannea	NA	2	NA	336	NA	14	L	0
14	NA	14	lannea	NA	2	NA	336	NA	14	L	0
15	NA	14	lannea	NA	2	NA	336	NA	14	L	0
16	NA	14	lannea	NA	2	NA	336	NA	14	L	0
17	NA	14	lannea	NA	2	NA	336	NA	14	L	0
18	NA	14	lannea	NA	2	NA	336	NA	14	L	0
19	NA	14	lannea	NA	2	NA	336	NA	14	L	0
20	NA	14	lannea	NA	2	NA	336	NA	14	L	0
21	NA	14	lannea	NA	2	NA	336	NA	14	L	0
