year	congress	party	district	statenam	name	ngirls	nboys	totchi	anygirls	propgirls	rgroup	statabb	statalph	region	repub	srvlng	female	white	bday	age	demvote	medinc	perf	perw	perhs	percol	perur	alabort	moreserv	moredef	morecrimesp	protgay	dr1per	dr2per	dr3per	dr4per	dr5per	aauw	rtl	nowtot	now1	now2	now3	now4	now5	now6	now7	now8	now9	now10	now11	now12	now13	now14	now15	now16	now17	now18	now19	now20
"2001-2002"	107.0	2.0	1.0	"NEBRASK"	"BEREUTER, DOUGLAS K."	0	2	2.0	0.0	0.0	1.0	"NE"	28.0	"4"	1.0	23.0	0.0	1.0	1939-10-06	61.0	0.37894738	31546	0.51892513	0.9639861	0.814	0.185	0.60732627	0.35135135	0.23188406	0.12328767	0.7	0.4117647	0.53	0.27	0.01	0.02	0.16	18	94																					
"2001-2002"	107.0	1.0	1.0	"NEVADA"	"BERKLEY, SHELLEY"	0	2	2.0	0.0	0.0	4.0	"NV"	29.0	"8"	0.0	3.0	1.0	1.0	1951-01-20	49.0	0.5625	34114	0.49632677	0.7953082	0.759	0.133	0.99864715						0.41	0.24	0.09	0.04	0.22	100	0																					
"2001-2002"	107.0	1.0	26.0	"CALIFOR"	"BERMAN, HOWARD L."	2	0	2.0	1.0	1.0	4.0	"CA"	5.0	"9"	0.0	19.0	0.0	1.0	1941-04-15	59.0	0.7368421	34273	0.48912737	0.53505284	0.606	0.154	1.0	0.56766915	0.37880987	0.23116884	0.63414633	0.67287785	0.33	0.32	0.02	0.08	0.25	100	0																					
"2001-2002"	107.0	1.0	1.0	"ARKANSA"	"BERRY, ROBERT M."	1	1	2.0	1.0	0.5	1.0	"AR"	4.0	"7"	0.0	5.0	0.0	1.0	1942-08-27	58.0	0.5154639	21889	0.5346817	0.813406	0.583	0.095	0.47209424	0.32520324	0.41666666	0.40816328	0.6825397	0.57894737	0.73	0.07	0.01	0.02	0.17	64	94																					
"2001-2002"	107.0	2.0	13.0	"ILLINOI"	"BIGGERT, JUDY"	3	1	4.0	1.0	0.75	1.0	"IL"	14.0	"3"	1.0	3.0	1.0	1.0	1937-08-15	63.0	0.4329897	55481	0.5119314	0.91648746	0.89	0.35	0.95778006	0.44573644	0.4278846	0.2007874	0.66159695	0.6785714	0.46	0.29	0.0	0.06	0.19	45	19																					
"2001-2002"	107.0	2.0	9.0	"FLORIDA"	"BILIRAKIS, MICHAEL"	0	2	2.0	0.0	0.0	2.0	"FL"	10.0	"5"	1.0	19.0	0.0	1.0	1930-07-16	70.0	0.46391752	34585	0.5307597	0.9463235	0.799	0.198	0.8102656	0.3923445	0.3932927	0.274359	0.61662817	0.59574467	0.48	0.26	0.01	0.07	0.18	9	100																					
"2001-2002"	107.0	1.0	2.0	"GEORGIA"	"BISHOP, SANFORD D., JR."	1	0	1.0	1.0	1.0	1.0	"GA"	11.0	"5"	0.0	9.0	0.0	0.0	1947-02-04	53.0	0.45454547	21558	0.5367589	0.41966438	0.576	0.096999995	0.62850535	0.34615386	0.44727272	0.2524272	0.62702703	0.6315789	0.69	0.08	0.02	0.05	0.16	82	40																					
"2001-2002"	107.0	1.0	5.0	"ILLINOI"	"BLAGOJEVICH, ROD R."	1	0	1.0	1.0	1.0	2.0	"IL"	14.0	"3"	0.0	5.0	0.0	1.0	1956-12-10	44.0	0.65625	40112	0.52601457	0.8682169	0.736	0.261	0.9991654	0.44573644	0.4278846	0.2007874	0.66159695	0.6785714	0.46	0.29	0.0	0.06	0.19	100	0																					
"2001-2002"	107.0	1.0	3.0	"OREGON"	"BLUMENAUER, EARL"	1	1	2.0	1.0	0.5	0.0	"OR"	38.0	"9"	0.0	5.0	0.0	1.0	1948-08-16	52.0	0.6630435	32627	0.52477473	0.8726342	0.815	0.19	0.94203514	0.5762712	0.42857143	0.0877193	0.5	0.66	0.46	0.14	0.05	0.06	0.29	100	0																					
"2001-2002"	107.0	2.0	7.0	"MISSOUR"	"BLUNT, ROY"	1	2	3.0	1.0	0.33333334	1.0	"MO"	26.0	"4"	1.0	5.0	0.0	1.0	1950-01-10	51.0	0.36082473	26368	0.5289779	0.9734462	0.72900003	0.146	0.5203137	0.4362416	0.26717559	0.23448277	0.6092715	0.64634144	0.56	0.19	0.02	0.02	0.21	18	100																					
"2001-2002"	107.0	2.0	23.0	"NEW YOR"	"BOEHLERT, SHERWOOD L."	3	1	4.0	1.0	0.75	2.0	"NY"	33.0	"2"	1.0	19.0	0.0	1.0	1936-09-28	64.0	0.4680851	31352	0.51842433	0.95818293	0.754	0.159	0.4520546	0.56880736	0.4726477	0.17092338	0.588551	0.7051282	0.3	0.38	0.0	0.12	0.19	55	0																					
"2001-2002"	107.0	2.0	8.0	"OHIO"	"BOEHNER, JOHN A."	2	0	2.0	1.0	1.0	2.0	"OH"	36.0	"3"	1.0	11.0	0.0	1.0	1949-11-17	51.0	0.35051546	36254	0.5230059	0.9621861	0.754	0.148	0.6197099	0.38059703	0.36507937	0.19574468	0.5441176	0.59006214	0.54	0.19	0.01	0.06	0.2	0	100																					
"2001-2002"	107.0	2.0	23.0	"TEXAS"	"BONILLA, HENRY"	1	1	2.0	1.0	0.5	1.0	"TX"	44.0	"7"	1.0	9.0	0.0	0.0	1954-01-02	47.0	0.42	24064	0.521247	0.7387309	0.597	0.16600001	0.7517312	0.36551723	0.32517484	0.2549923	0.58533335	0.5652174	0.52	0.28	0.01	0.03	0.15	0	100																					
"2001-2002"	107.0	1.0	10.0	"MICHIGA"	"BONIOR, DAVID E."	1	2	3.0	1.0	0.33333334	2.0	"MI"	23.0	"3"	0.0	25.0	0.0	1.0	1945-06-06	55.0	0.5	42003	0.5226737	0.9649526	0.773	0.128	0.8327515	0.38826185	0.33618233	0.23383084	0.64835167	0.6156863	0.53	0.23	0.01	0.06	0.19	82	43																					
"2001-2002"	107.0	2.0	44.0	"CALIFOR"	"BONO, MARY"	1	1	2.0	1.0	0.5	1.0	"CA"	5.0	"9"	1.0	3.0	1.0	1.0	1961-10-24	39.0	0.48958334	33293	0.5119319	0.76504374	0.71300006	0.132	0.8646286	0.56766915	0.37880987	0.23116884	0.63414633	0.67287785	0.33	0.32	0.02	0.08	0.25	9	50																					
"2001-2002"	107.0	1.0	3.0	"PENNSYL"	"BORSKI, ROBERT A., JR."	4	1	5.0	1.0	0.8	2.0	"PA"	39.0	"2"	0.0	19.0	0.0	1.0	1948-10-20	52.0	0.68041235	35441	0.53489035	0.89270604	0.666	0.127	1.0	0.42366412	0.41968912	0.17213115	0.47565544	0.6730769	0.48	0.27	0.01	0.06	0.18	64	94																					
"2001-2002"	107.0	1.0	3.0	"IOWA"	"BOSWELL, LEONARD L."	2	1	3.0	1.0	0.6666667	3.0	"IA"	16.0	"4"	0.0	5.0	0.0	1.0	1934-01-10	67.0	0.48958334	30286	0.51915175	0.9748946	0.79300004	0.157	0.53718084	0.375	0.32	0.17948718	0.52272725	0.65217394	0.52	0.23	0.0	0.06	0.18	82	19																					
"2001-2002"	107.0	1.0	9.0	"VIRGINI"	"BOUCHER, FREDERICK C."	0	0	0.0	0.0	0.0	1.0	"VA"	47.0	"5"	0.0	19.0	0.0	1.0	1946-08-01	54.0	0.4329897	25166	0.52158445	0.96572244	0.576	0.117	0.2873093	0.46741155	0.3363431	0.2874494	0.54264975	0.6042403	0.61	0.14	0.01	0.06	0.17	100	6																					
"2001-2002"	107.0	1.0	2.0	"FLORIDA"	"BOYD, F. ALLEN, JR."	1	2	3.0	1.0	0.33333334	1.0	"FL"	10.0	"5"	0.0	5.0	0.0	1.0	1945-06-06	55.0	0.49484536	28560	0.5178614	0.7485756	0.71599996	0.195	0.5373134	0.3923445	0.3932927	0.274359	0.61662817	0.59574467	0.48	0.26	0.01	0.07	0.18	73	31																					
"2001-2002"	107.0	2.0	8.0	"TEXAS"	"BRADY, KEVIN"	0	1	1.0	0.0	0.0	2.0	"TX"	44.0	"7"	1.0	5.0	0.0	1.0	1955-11-04	45.0	0.22	42696	0.5061731	0.8949696	0.83	0.292	0.6527427	0.36551723	0.32517484	0.2549923	0.58533335	0.5652174	0.52	0.28	0.01	0.03	0.15	0	100																					
"2001-2002"	107.0	1.0	1.0	"PENNSYL"	"BRADY, ROBERT A."	1	1	2.0	1.0	0.5	2.0	"PA"	39.0	"2"	0.0	3.0	0.0	1.0	1945-04-07	55.0	0.86734694	24506	0.5487508	0.37663165	0.581	0.103999995	1.0	0.42366412	0.41968912	0.17213115	0.47565544	0.6730769	0.48	0.27	0.01	0.06	0.18	100	0																					
"2001-2002"	107.0	1.0	3.0	"FLORIDA"	"BROWN, CORRINE"	1	0	1.0	1.0	1.0	1.0	"FL"	10.0	"5"	0.0	9.0	1.0	0.0	1946-11-11	54.0	0.6020408	23685	0.5315688	0.431125	0.632	0.099	0.8391112	0.3923445	0.3932927	0.274359	0.61662817	0.59574467	0.48	0.26	0.01	0.07	0.18	100	0																					
"2001-2002"	107.0	2.0	1.0	"SOUTH C"	"BROWN, HENRY"	2	1	3.0	1.0	0.6666667	1.0	"SC"	41.0	"5"	1.0	1.0	0.0	1.0	1935-12-20	65.0	0.39175257	32082	0.5057004	0.7796515	0.77900004	0.198	0.7516954	0.42857143	0.0	0.0	0.64285713	0.72727275	0.78	0.07	0.01	0.03	0.1	0	100																					
"2001-2002"	107.0	1.0	13.0	"OHIO"	"BROWN, SHERROD"	2	0	2.0	1.0	1.0	1.0	"OH"	36.0	"3"	0.0	9.0	0.0	1.0	1952-11-09	48.0	0.47916666	39210	0.5196376	0.9359706	0.786	0.165	0.6406706	0.38059703	0.36507937	0.19574468	0.5441176	0.59006214	0.54	0.19	0.01	0.06	0.2	100	0																					
"2001-2002"	107.0	2.0	7.0	"TENNESS"	"BRYANT, EDWARD G."	0	3	3.0	0.0	0.0	1.0	"TN"	43.0	"6"	1.0	7.0	0.0	1.0	1948-09-07	52.0	0.47959185	33405	0.5156626	0.86178654	0.725	0.186	0.57188195	0.3266129	0.35164836	0.24770643	0.63492066	0.5067568	0.76	0.06	0.0	0.03	0.14	0	100																					
"2001-2002"	107.0	2.0	5.0	"NORTH C"	"BURR, RICHARD M."	0	2	2.0	0.0	0.0	1.0	"NC"	34.0	"5"	1.0	7.0	0.0	1.0	1955-11-30	45.0	0.37373737	30996	0.5307289	0.8390564	0.65300006	0.148	0.39576855	0.2704918	0.44594595	0.20408164	0.75	0.6625	0.69	0.1	0.01	0.05	0.15	18	100																					
"2001-2002"	107.0	2.0	6.0	"INDIANA"	"BURTON, DANNY L."	2	1	3.0	1.0	0.6666667	1.0	"IN"	15.0	"3"	1.0	19.0	0.0	1.0	1938-06-21	62.0	0.29591838	44668	0.5279385	0.97726434	0.85300004	0.26700002	0.7617132	0.24340177	0.26408452	0.25236592	0.53846157	0.5257143	0.55	0.2	0.01	0.05	0.19	0	100																					
"2001-2002"	107.0	2.0	5.0	"INDIANA"	"BUYER, STEVE"	1	1	2.0	1.0	0.5	1.0	"IN"	15.0	"3"	1.0	9.0	0.0	1.0	1958-11-26	42.0	0.37755102	32210	0.5231464	0.96679926	0.751	0.109	0.42290702	0.24340177	0.26408452	0.25236592	0.53846157	0.5257143	0.55	0.2	0.01	0.05	0.19	0	100																					
"2001-2002"	107.0	2.0	1.0	"ALABAMA"	"CALLAHAN, HERBERT L. (SONNY)"	1	4	5.0	1.0	0.2	2.0	"AL"	1.0	"6"	1.0	17.0	0.0	1.0	1932-09-11	68.0	0.3877551	27360	0.5350153	0.6985011	0.689	0.147	0.65916646	0.29707113	0.5	0.31400967	0.5483871	0.53435117	0.69	0.13	0.02	0.04	0.12	0	100																					
"2001-2002"	107.0	2.0	43.0	"CALIFOR"	"CALVERT, KEN"	0	0	0.0	0.0	0.0	1.0	"CA"	5.0	"9"	1.0	9.0	0.0	1.0	1953-06-08	47.0	0.45833334	41812	0.49785298	0.7573364	0.764	0.157	0.85963297	0.56766915	0.37880987	0.23116884	0.63414633	0.67287785	0.33	0.32	0.02	0.08	0.25	0	100																					
"2001-2002"	107.0	2.0	4.0	"MICHIGA"	"CAMP, DAVID LEE"	2	1	3.0	1.0	0.6666667	2.0	"MI"	23.0	"3"	1.0	11.0	0.0	1.0	1953-07-09	47.0	0.45918366	30754	0.5144354	0.9713989	0.76199996	0.135	0.28101957	0.38826185	0.33618233	0.23383084	0.64835167	0.6156863	0.53	0.23	0.01	0.06	0.19	0	100																					
"2001-2002"	107.0	2.0	3.0	"UTAH"	"CANNON, CHRISTOPHER B."	6	2	8.0	1.0	0.75	3.0	"UT"	45.0	"8"	1.0	5.0	0.0	1.0	1950-10-20	50.0	0.24210526	29629	0.51457715	0.9312473	0.821	0.186	0.7748349	0.45652175	0.5	0.15116279	0.38043478	0.73333335	0.12	0.06	0.57	0.04	0.21	0	100																					
"2001-2002"	107.0	1.0	7.0	"VIRGINI"	"CANTOR, ERIC"	1	2	3.0	1.0	0.33333334	4.0	"VA"	47.0	"5"	0.0	1.0	0.0	1.0	1963-06-06	37.0	0.36082473	45357	0.5297047	0.8780826	0.819	0.305	0.7352531	0.46741155	0.3363431	0.2874494	0.54264975	0.6042403	0.61	0.14	0.01	0.06	0.17	0	100																					
"2001-2002"	107.0	2.0	2.0	"WEST VI"	"CAPITO, SHELLEY MOORE"	1	2	3.0	1.0	0.33333334	1.0	"WV"	49.0	"5"	1.0	1.0	1.0	1.0	1953-11-26	47.0	0.4489796	26917	0.52649254	0.9600566	0.67300004	0.131	0.37860185	0.3943662	0.19607843	0.265625	0.75	0.6458333	0.67	0.08	0.0	0.04	0.19	27	75																					
"2001-2002"	107.0	1.0	22.0	"CALIFOR"	"CAPPS, LOIS"	2	1	3.0	1.0	0.6666667	1.0	"CA"	5.0	"9"	0.0	3.0	1.0	1.0	1938-01-10	63.0	0.4787234	39631	0.49554834	0.8166318	0.814	0.253	0.8852644	0.56766915	0.37880987	0.23116884	0.63414633	0.67287785	0.33	0.32	0.02	0.08	0.25	100	0																					
"2001-2002"	107.0	1.0	8.0	"MASSACH"	"CAPUANO, MICHAEL E."	0	2	2.0	0.0	0.0	2.0	"MA"	22.0	"1"	0.0	3.0	0.0	1.0	1952-01-01	49.0	0.80898875	35764	0.52410614	0.65196985	0.76699996	0.36	0.99628377	0.58878505	0.40677965	0.17073171	0.6711111	0.7659575	0.24	0.44	0.01	0.08	0.23	100	0																					
"2001-2002"	107.0	1.0	3.0	"MARYLAN"	"CARDIN, BENJAMIN L."	1	1	2.0	1.0	0.5	4.0	"MD"	21.0	"5"	0.0	15.0	0.0	1.0	1943-10-05	57.0	0.6494845	41804	0.533801	0.79517466	0.751	0.272	0.9814098	0.5591398	0.40397352	0.17159763	0.62827224	0.7425743	0.5	0.22	0.03	0.07	0.18	100	0																					
"2001-2002"	107.0	1.0	2.0	"OKLAHOM"	"CARSON, BRAD"	0	0	0.0	0.0	0.0	1.0	"OK"	37.0	"7"	0.0	1.0	0.0	0.0	1967-03-11	33.0	0.46464646	24808	0.52352875	0.7710161	0.679	0.116000004	0.37405202	0.2857143	0.0	0.14285715	0.5714286	0.71428573	0.71	0.07	0.0	0.03	0.19	82	38																					
"2001-2002"	107.0	1.0	10.0	"INDIANA"	"CARSON, JULIA M."	1	1	2.0	1.0	0.5	1.0	"IN"	15.0	"3"	0.0	5.0	1.0	0.0	1938-07-08	62.0	0.6082474	29818	0.5387757	0.68572694	0.71599996	0.169	1.0	0.24340177	0.26408452	0.25236592	0.53846157	0.5257143	0.55	0.2	0.01	0.05	0.19	100	0																					
"2001-2002"	107.0	2.0	1.0	"DELAWAR"	"CASTLE, MICHAEL N."	0	0	0.0	0.0	0.0	2.0	"DE"	8.0	"5"	1.0	9.0	0.0	1.0	1939-07-02	61.0	0.5670103	40252	0.5239436	0.80324185	0.775	0.214	1.0						0.57	0.09	0.0	0.08	0.26	45	19																					
"2001-2002"	107.0	2.0	1.0	"OHIO"	"CHABOT, STEVEN"	1	1	2.0	1.0	0.5	2.0	"OH"	36.0	"3"	1.0	7.0	0.0	1.0	1953-01-22	47.0	0.5154639	32697	0.54344684	0.68572956	0.72199994	0.187	0.9877544	0.38059703	0.36507937	0.19574468	0.5441176	0.59006214	0.54	0.19	0.01	0.06	0.2	0	100																					
"2001-2002"	107.0	2.0	8.0	"GEORGIA"	"CHAMBLISS, C. SAXBY"	1	1	2.0	1.0	0.5	1.0	"GA"	11.0	"5"	1.0	7.0	0.0	1.0	1943-11-10	57.0	0.42424244	30397	0.52695656	0.7774583	0.67800003	0.145	0.48725608	0.34615386	0.44727272	0.2524272	0.62702703	0.6315789	0.69	0.08	0.02	0.05	0.16	0	100																					
"2001-2002"	107.0	1.0	1.0	"MISSOUR"	"CLAY, WILLIAM, JR."	1	1	2.0	1.0	0.5	2.0	"MO"	26.0	"4"	0.0	1.0	0.0	0.0	1956-07-27	44.0	0.79591835	30858	0.55528015	0.46271676	0.706	0.195	0.99243337	0.4362416	0.26717559	0.23448277	0.6092715	0.64634144	0.56	0.19	0.02	0.02	0.21	91	0																					
"2001-2002"	107.0	1.0	1.0	"NORTH C"	"CLAYTON, EVA"	1	3	4.0	1.0	0.25	1.0	"NC"	34.0	"5"	0.0	9.0	1.0	0.0	1934-09-16	66.0	0.56	22065	0.5504079	0.41610336	0.578	0.093	0.41981447	0.2704918	0.44594595	0.20408164	0.75	0.6625	0.69	0.1	0.01	0.05	0.15	100	0																					
"2001-2002"	107.0	1.0	5.0	"TENNESS"	"CLEMENT, ROBERT N."	2	2	4.0	1.0	0.5	1.0	"TN"	43.0	"6"	0.0	14.0	0.0	1.0	1943-09-23	57.0	0.6020408	34396	0.5352289	0.7538798	0.75	0.233	0.95223194	0.3266129	0.35164836	0.24770643	0.63492066	0.5067568	0.76	0.06	0.0	0.03	0.14	73	64																					
"2001-2002"	107.0	1.0	6.0	"SOUTH C"	"CLYBURN, JAMES E."	3	0	3.0	1.0	1.0	1.0	"SC"	41.0	"5"	0.0	9.0	0.0	0.0	1940-07-21	60.0	0.6363636	22973	0.5428681	0.37268615	0.592	0.11399999	0.48947462	0.42857143	0.0	0.0	0.64285713	0.72727275	0.78	0.07	0.01	0.03	0.1	91	14																					
"2001-2002"	107.0	2.0	6.0	"NORTH C"	"COBLE, HOWARD"	0	0	0.0	0.0	0.0	1.0	"NC"	34.0	"5"	1.0	17.0	0.0	1.0	1931-03-18	69.0	0.35353535	35953	0.5237283	0.9132471	0.72099996	0.19	0.4715461	0.2704918	0.44594595	0.20408164	0.75	0.6625	0.69	0.1	0.01	0.05	0.15	0	100																					
"2001-2002"	107.0	2.0	3.0	"GEORGIA"	"COLLINS, MICHAEL A. (MAC)"	2	2	4.0	1.0	0.5	1.0	"GA"	11.0	"5"	1.0	9.0	0.0	1.0	1944-10-14	56.0	0.41836736	36742	0.5256543	0.803275	0.71699995	0.155	0.5648506	0.34615386	0.44727272	0.2524272	0.62702703	0.6315789	0.69	0.08	0.02	0.05	0.16	0	100																					
"2001-2002"	107.0	2.0	19.0	"TEXAS"	"COMBEST, LARRY E."	1	1	2.0	1.0	0.5	1.0	"TX"	44.0	"7"	1.0	17.0	0.0	1.0	1945-03-20	55.0	0.2	32227	0.5180111	0.8609932	0.76	0.20799999	0.815387	0.36551723	0.32517484	0.2549923	0.58533335	0.5652174	0.52	0.28	0.01	0.03	0.15	0	100																					
"2001-2002"	107.0	1.0	18.0	"CALIFOR"	"CONDIT, GARY A."	1	1	2.0	1.0	0.5	1.0	"CA"	5.0	"9"	0.0	12.0	0.0	1.0	1948-04-20	52.0	0.45360824	31574	0.50651115	0.75719863	0.66400003	0.125	0.8079483	0.56766915	0.37880987	0.23116884	0.63414633	0.67287785	0.33	0.32	0.02	0.08	0.25	73	0																					
"2001-2002"	107.0	1.0	14.0	"MICHIGA"	"CONYERS, JOHN, JR."	0	2	2.0	0.0	0.0	1.0	"MI"	23.0	"3"	0.0	37.0	0.0	0.0	1929-05-16	71.0	0.8888889	28875	0.55770814	0.29240596	0.692	0.125	1.0	0.38826185	0.33618233	0.23383084	0.64835167	0.6156863	0.53	0.23	0.01	0.06	0.19	100	0																					
"2001-2002"	107.0	2.0	5.0	"LOUISIA"	"COOKSEY, JOHN CHARLES"	3	0	3.0	1.0	1.0	1.0	"LA"	19.0	"7"	1.0	5.0	0.0	1.0	1941-04-20	59.0	0.39175257	27817	0.5340384	0.7683406	0.72900003	0.175	0.5650978	0.18699187	0.39726028	0.5051546	0.72440946	0.49367088	0.52	0.28	0.0	0.03	0.15	0	100																					
"2001-2002"	107.0	1.0	12.0	"ILLINOI"	"COSTELLO, JERRY F."	1	2	3.0	1.0	0.33333334	2.0	"IL"	14.0	"3"	0.0	13.0	0.0	1.0	1949-09-25	51.0	0.5670103	31003	0.5242192	0.81466067	0.71900004	0.139	0.7750809	0.44573644	0.4278846	0.2007874	0.66159695	0.6785714	0.46	0.29	0.0	0.06	0.19	64	94																					
"2001-2002"	107.0	2.0	47.0	"CALIFOR"	"COX, C. CHRISTOPHER"	1	2	3.0	1.0	0.33333334	2.0	"CA"	5.0	"9"	1.0	13.0	0.0	1.0	1952-10-16	48.0	0.40625	59936	0.5165097	0.83578295	0.89699996	0.371	0.99556094	0.56766915	0.37880987	0.23116884	0.63414633	0.67287785	0.33	0.32	0.02	0.08	0.25	0	100																					
"2001-2002"	107.0	1.0	14.0	"PENNSYL"	"COYNE, WILLIAM J."	0	0	0.0	0.0	0.0	2.0	"PA"	39.0	"2"	0.0	21.0	0.0	1.0	1936-08-24	64.0	0.63917524	32274	0.54527867	0.8046244	0.76	0.22600001	0.9960904	0.42366412	0.41968912	0.17213115	0.47565544	0.6730769	0.48	0.27	0.01	0.06	0.18	100	0																					
"2001-2002"	107.0	1.0	5.0	"ALABAMA"	"CRAMER, BUD"	1	0	1.0	1.0	1.0	1.0	"AL"	1.0	"6"	0.0	11.0	0.0	1.0	1947-08-22	53.0	0.4387755	33189	0.5202188	0.8341762	0.71599996	0.204	0.6112656	0.29707113	0.5	0.31400967	0.5483871	0.53435117	0.69	0.13	0.02	0.04	0.12	45	69																					
"2001-2002"	107.0	2.0	8.0	"ILLINOI"	"CRANE, PHILIP M."	7	1	8.0	1.0	0.875	1.0	"IL"	14.0	"3"	1.0	33.0	0.0	1.0	1930-11-03	70.0	0.4329897	53105	0.5084095	0.9221756	0.871	0.30200002	0.9445786	0.44573644	0.4278846	0.2007874	0.66159695	0.6785714	0.46	0.29	0.0	0.06	0.19	0	100																					
"2001-2002"	107.0	2.0	4.0	"FLORIDA"	"CRENSHAW, ANDER"	2	0	2.0	1.0	1.0	1.0	"FL"	10.0	"5"	1.0	1.0	0.0	1.0	1944-09-01	56.0	0.35714287	37168	0.5132345	0.9130001	0.825	0.234	0.87042546	0.3923445	0.3932927	0.274359	0.61662817	0.59574467	0.48	0.26	0.01	0.07	0.18	0	100																					
"2001-2002"	107.0	1.0	7.0	"NEW YOR"	"CROWLEY, JOSEPH"	1	1	2.0	1.0	0.5	2.0	"NY"	33.0	"2"	0.0	3.0	0.0	1.0	1962-03-16	38.0	0.7395833	36643	0.5354159	0.70027244	0.679	0.18	0.9996192	0.56880736	0.4726477	0.17092338	0.588551	0.7051282	0.3	0.38	0.0	0.12	0.19	91	19																					
"2001-2002"	107.0	2.0	1.0	"WYOMING"	"CUBIN, BARBARA"	0	2	2.0	0.0	0.0	1.0	"WY"	51.0	"8"	1.0	7.0	1.0	1.0	1946-11-30	54.0	0.28865978	32216	0.5050006	0.9415174	0.83	0.188	0.6491904	0.34920636	0.38636363	0.23214285	0.5538462	0.67391306	0.49	0.18	0.07	0.02	0.24	0	100																					
"2001-2002"	107.0	2.0	7.0	"TEXAS"	"CULBERSON, JOHN"	1	0	1.0	1.0	1.0	1.0	"TX"	44.0	"7"	1.0	1.0	0.0	1.0	1956-08-24	44.0	0.27	51258	0.5126253	0.83341545	0.90099996	0.407	0.9580938	0.36551723	0.32517484	0.2549923	0.58533335	0.5652174	0.52	0.28	0.01	0.03	0.15	0	100																					
"2001-2002"	107.0	1.0	7.0	"MARYLAN"	"CUMMINGS, ELIJAH E."	1	0	1.0	1.0	1.0	1.0	"MD"	21.0	"5"	0.0	5.0	0.0	0.0	1951-01-18	49.0	0.85714287	30115	0.54347277	0.27213225	0.64	0.161	0.99194884	0.5591398	0.40397352	0.17159763	0.62827224	0.7425743	0.5	0.22	0.03	0.07	0.18	100	0																					
"2001-2002"	107.0	2.0	51.0	"CALIFOR"	"CUNNINGHAM, RANDY (DUKE)"	2	1	3.0	1.0	0.6666667	1.0	"CA"	5.0	"9"	1.0	11.0	0.0	1.0	1941-12-08	59.0	0.42708334	50405	0.5023731	0.8459323	0.876	0.345	0.966889	0.56766915	0.37880987	0.23116884	0.63414633	0.67287785	0.33	0.32	0.02	0.08	0.25	0	100																					
"2001-2002"	107.0	1.0	7.0	"ILLINOI"	"DAVIS, DANNY K."	0	2	2.0	0.0	0.0	1.0	"IL"	14.0	"3"	0.0	5.0	0.0	0.0	1941-09-16	59.0	0.8469388	28513	0.54544425	0.28996554	0.666	0.20899999	1.0	0.44573644	0.4278846	0.2007874	0.66159695	0.6785714	0.46	0.29	0.0	0.06	0.19	100	0																					
"2001-2002"	107.0	1.0	11.0	"FLORIDA"	"DAVIS, JIM"	0	2	2.0	0.0	0.0	1.0	"FL"	10.0	"5"	0.0	5.0	0.0	1.0	1957-10-11	43.0	0.5463917	31197	0.5242893	0.7873512	0.745	0.19399999	0.98765373	0.3923445	0.3932927	0.274359	0.61662817	0.59574467	0.48	0.26	0.01	0.07	0.18	82	25																					
"2001-2002"	107.0	2.0	1.0	"VIRGINI"	"DAVIS, JO ANN"	0	2	2.0	0.0	0.0	3.0	"VA"	47.0	"5"	1.0	1.0	1.0	1.0	1950-06-29	50.0	0.40206185	38176	0.5156233	0.79983896	0.773	0.21100001	0.5602539	0.46741155	0.3363431	0.2874494	0.54264975	0.6042403	0.61	0.14	0.01	0.06	0.17	0	100																					
"2001-2002"	107.0	1.0	49.0	"CALIFOR"	"DAVIS, SUSAN A."	0	2	2.0	0.0	0.0	4.0	"CA"	5.0	"9"	0.0	1.0	1.0	1.0	1944-04-13	56.0	0.5638298	40466	0.46844587	0.82070667	0.877	0.33900002	1.0	0.56766915	0.37880987	0.23116884	0.63414633	0.67287785	0.33	0.32	0.02	0.08	0.25	100	0																					
"2001-2002"	107.0	2.0	11.0	"VIRGINIA"	"DAVIS, THOMAS M."	2	1	3.0	1.0	0.6666667	3.0	"VA"	47.0	"5"	1.0	7.0	0.0	1.0	1949-01-05	52.0	0.5104167	59989	0.51002896	0.8072345	0.90400004	0.443	0.9835555	0.46741155	0.3363431	0.2874494	0.54264975	0.6042403	0.61	0.14	0.01	0.06	0.17	27	94																					
"2001-2002"	107.0	2.0	9.0	"GEORGIA"	"DEAL, NATHAN"	3	1	4.0	1.0	0.75	1.0	"GA"	11.0	"5"	1.0	9.0	0.0	1.0	1942-08-25	58.0	0.2857143	30691	0.51583946	0.94652027	0.609	0.11399999	0.22146048	0.34615386	0.44727272	0.2524272	0.62702703	0.6315789	0.69	0.08	0.02	0.05	0.16	0	100																					
"2001-2002"	107.0	1.0	4.0	"OREGON"	"DEFAZIO, PETER A."	0	0	0.0	0.0	0.0	2.0	"OR"	38.0	"9"	0.0	15.0	0.0	1.0	1947-05-27	53.0	0.47311828	29057	0.51668465	0.9600732	0.794	0.171	0.61122495	0.5762712	0.42857143	0.0877193	0.5	0.66	0.46	0.14	0.05	0.06	0.29	100	6																					
"2001-2002"	107.0	1.0	1.0	"COLORAD"	"DEGETTE, DIANA L."	2	0	2.0	1.0	1.0	1.0	"CO"	6.0	"8"	0.0	5.0	1.0	1.0	1957-07-29	43.0	0.65591395	31355	0.5196106	0.7295654	0.78900003	0.268	0.9997341	0.5847953	0.3125	0.20118344	0.52	0.67	0.42	0.23	0.03	0.05	0.27	100	0																					
