year	congress	party	district	statenam	name	ngirls	nboys	totchi	anygirls	propgirls	rgroup	statabb	statalph	region	repub	srvlng	female	white	bday	age	demvote	medinc	perf	perw	perhs	percol	perur	alabort	moreserv	moredef	morecrimesp	protgay	dr1per	dr2per	dr3per	dr4per	dr5per	aauw	rtl	nowtot	now1	now2	now3	now4	now5	now6	now7	now8	now9	now10	now11	now12	now13	now14	now15	now16	now17	now18	now19	now20
"1999-2000"	106.0	2.0	6.0	"COLORAD"	"TANCREDO, THOMAS G. (TOM)"	0	2	2.0	0.0	0.0	1.0	"CO"	6.0	"8"	1.0	1.0	0.0	1.0	1945-12-20	53.0	0.43	43922	0.5171434	0.9170285	0.911	0.33400002	0.9519357	0.5847953	0.3125	0.20118344	0.52	0.67	0.42	0.23	0.03	0.05	0.27	0	100																					
"1999-2000"	106.0	1.0	8.0	"TENNESS"	"TANNER, JOHN S."	1	1	2.0	1.0	0.5	1.0	"TN"	43.0	"6"	0.0	11.0	0.0	1.0	1944-09-22	54.0	0.5	27241	0.5268228	0.7947378	0.628	0.103999995	0.47570154	0.3266129	0.35164836	0.24770643	0.63492066	0.5067568	0.76	0.06	0.0	0.03	0.14	87	26																					
"1999-2000"	106.0	1.0	10.0	"CALIFOR"	"TAUSCHER, ELLEN"	1	0	1.0	1.0	1.0	2.0	"CA"	5.0	"9"	0.0	3.0	1.0	1.0	1951-11-15	47.0	0.48	60079	0.5128452	0.8787045	0.90099996	0.35799998	0.9695721	0.56766915	0.37880987	0.23116884	0.63414633	0.67287785	0.33	0.32	0.02	0.08	0.25	100	0																					
"1999-2000"	106.0	2.0	3.0	"LOUISIA"	"TAUZIN, WILBERT J."	1	4	5.0	1.0	0.2	2.0	"LA"	19.0	"7"	1.0	20.0	0.0	1.0	1943-06-14	55.0	0.51	27116	0.52226174	0.7533544	0.628	0.098000005	0.66517454	0.18699187	0.39726028	0.5051546	0.72440946	0.49367088	0.52	0.28	0.0	0.03	0.15	0	100																					
"1999-2000"	106.0	2.0	11.0	"NORTH C"	"TAYLOR, CHARLES H."	0	3	3.0	0.0	0.0	1.0	"NC"	34.0	"5"	1.0	9.0	0.0	1.0	1941-01-23	57.0	0.43	28240	0.5327408	0.90888816	0.682	0.153	0.3128857	0.2704918	0.44594595	0.20408164	0.75	0.6625	0.69	0.1	0.01	0.05	0.15	0	100																					
"1999-2000"	106.0	1.0	5.0	"MISSISS"	"TAYLOR, GENE"	2	1	3.0	1.0	0.6666667	2.0	"MS"	25.0	"6"	0.0	10.0	0.0	1.0	1953-09-17	45.0	0.35	25736	0.51906574	0.78302985	0.71599996	0.15100001	0.6514254						0.8	0.05	0.01	0.02	0.12	50	95																					
"1999-2000"	106.0	2.0	2.0	"NEBRASK"	"TERRY, LEE R."	0	3	3.0	0.0	0.0	1.0	"NE"	28.0	"4"	1.0	1.0	0.0	1.0	1962-01-29	36.0	0.38	37128	0.524302	0.87456864	0.856	0.248	0.9369653	0.35135135	0.23188406	0.12328767	0.7	0.4117647	0.53	0.27	0.01	0.02	0.16	25	100																					
"1999-2000"	106.0	2.0	21.0	"CALIFOR"	"THOMAS, WILLIAM MARSHALL"	1	1	2.0	1.0	0.5	1.0	"CA"	5.0	"9"	1.0	21.0	0.0	1.0	1941-12-06	57.0	0.34	33174	0.5094464	0.77710134	0.727	0.15	0.81379133	0.56766915	0.37880987	0.23116884	0.63414633	0.67287785	0.33	0.32	0.02	0.08	0.25	37	53																					
"1999-2000"	106.0	1.0	2.0	"MISSISS"	"THOMPSON, BENNIE"	1	0	1.0	1.0	1.0	1.0	"MS"	25.0	"6"	0.0	7.0	0.0	0.0	1948-01-28	50.0	0.62	19236	0.55119777	0.36575863	0.553	0.135	0.45273432						0.8	0.05	0.01	0.02	0.12	100	0																					
"1999-2000"	106.0	1.0	1.0	"CALIFOR"	"THOMPSON, MIKE"	0	2	2.0	0.0	0.0	2.0	"CA"	5.0	"9"	0.0	1.0	0.0	1.0	1951-01-24	47.0	0.48	35909	0.49715883	0.8501925	0.796	0.18200001	0.6660146	0.56766915	0.37880987	0.23116884	0.63414633	0.67287785	0.33	0.32	0.02	0.08	0.25	100	0																					
"1999-2000"	106.0	2.0	13.0	"TEXAS"	"THORNBERRY, WILLIAM M. (MAC)"	1	1	2.0	1.0	0.5	1.0	"TX"	44.0	"7"	1.0	5.0	0.0	1.0	1958-07-15	40.0	0.39	25721	0.52391267	0.78915507	0.669	0.137	0.72767156	0.36551723	0.32517484	0.2549923	0.58533335	0.5652174	0.52	0.28	0.01	0.03	0.15	0	100																					
"1999-2000"	106.0	2.0	1.0	"SOUTH D"	"THUNE, JOHN R."	2	0	2.0	1.0	1.0	1.0	"SD"	42.0	"4"	1.0	3.0	0.0	1.0	1961-01-07	38.0	0.43	27602	0.51555043	0.91596454	0.77099997	0.172	0.4996638						0.62	0.25	0.0	0.03	0.1	12	95																					
"1999-2000"	106.0	1.0	5.0	"FLORIDA"	"THURMAN, KAREN L."	1	1	2.0	1.0	0.5	1.0	"FL"	10.0	"5"	0.0	7.0	1.0	1.0	1951-01-12	48.0	0.5	25824	0.5244989	0.9251135	0.714	0.154	0.5846302	0.3923445	0.3932927	0.274359	0.61662817	0.59574467	0.48	0.26	0.01	0.07	0.18	100	11																					
"1999-2000"	106.0	2.0	4.0	"KANSAS"	"TIAHRT, TODD"	1	2	3.0	1.0	0.33333334	1.0	"KS"	17.0	"4"	1.0	5.0	0.0	1.0	1951-06-15	47.0	0.35	34210	0.52146846	0.88772374	0.806	0.19600001	0.7580105	0.45360824	0.18987341	0.18888889	0.6831683	0.39240506	0.5	0.2	0.02	0.08	0.2	0	100																					
"1999-2000"	106.0	1.0	6.0	"MASSACH"	"TIERNEY, JOHN F."	0	0	0.0	0.0	0.0	0.0	"MA"	22.0	"1"	0.0	3.0	0.0	1.0	1951-09-18	47.0	0.59	48728	0.52987343	0.9482488	0.833	0.274	0.8953482	0.58878505	0.40677965	0.17073171	0.6711111	0.7659575	0.24	0.44	0.01	0.08	0.23	100	0																					
"1999-2000"	106.0	2.0	15.0	"PENNSYL"	"TOOMEY, PATRICK J."	0	0	0.0	0.0	0.0	2.0	"PA"	39.0	"2"	1.0	1.0	0.0	1.0	1961-11-17	37.0	0.46	38999	0.52537113	0.93975186	0.741	0.18200001	0.74052066	0.42366412	0.41968912	0.17213115	0.47565544	0.6730769	0.48	0.27	0.01	0.06	0.18	0	90																					
"1999-2000"	106.0	1.0	10.0	"NEW YOR"	"TOWNS, EDOLPHUS"	1	1	2.0	1.0	0.5	1.0	"NY"	33.0	"2"	0.0	17.0	0.0	0.0	1934-07-21	64.0	0.9	26177	0.55770403	0.2679418	0.619	0.168	1.0	0.56880736	0.4726477	0.17092338	0.588551	0.7051282	0.3	0.38	0.0	0.12	0.19	87	0																					
"1999-2000"	106.0	1.0	17.0	"OHIO"	"TRAFICANT, JAMES A., JR."	2	0	2.0	1.0	1.0	2.0	"OH"	36.0	"3"	0.0	15.0	0.0	1.0	1941-05-08	57.0	0.58	30413	0.53602314	0.89158875	0.744	0.123	0.7420617	0.38059703	0.36507937	0.19574468	0.5441176	0.59006214	0.54	0.19	0.01	0.06	0.2	62	100																					
"1999-2000"	106.0	1.0	2.0	"TEXAS"	"TURNER, JAMES W."	1	1	2.0	1.0	0.5	1.0	"TX"	44.0	"7"	0.0	3.0	0.0	1.0	1946-06-06	52.0	0.45	25750	0.5037162	0.7944428	0.649	0.103999995	0.38879618	0.36551723	0.32517484	0.2549923	0.58533335	0.5652174	0.52	0.28	0.01	0.03	0.15	75	47																					
"1999-2000"	106.0	1.0	2.0	"COLORAD"	"UDALL, MARK EMERY"	1	1	2.0	1.0	0.5	3.0	"CO"	6.0	"8"	0.0	1.0	0.0	1.0	1950-07-18	48.0	0.49	41332	0.50959986	0.926567	0.877	0.295	0.92029095	0.5847953	0.3125	0.20118344	0.52	0.67	0.42	0.23	0.03	0.05	0.27	100	0																					
"1999-2000"	106.0	1.0	3.0	"NEW MEX"	"UDALL, TOM"	1	0	1.0	1.0	1.0	3.0	"NM"	32.0	"8"	0.0	1.0	0.0	1.0	1948-05-18	50.0	0.52	26681	0.5169155	0.6540514	0.737	0.19700001	0.59533906	0.43835616	0.43939394	0.09589041	0.2	0.5625	0.32	0.4	0.03	0.03	0.21	87	11																					
"1999-2000"	106.0	2.0	6.0	"MICHIGA"	"UPTON, FRED"	1	1	2.0	1.0	0.5	1.0	"MI"	23.0	"3"	1.0	13.0	0.0	1.0	1953-04-23	45.0	0.46	33578	0.52658224	0.8813559	0.77199996	0.186	0.49955592	0.38826185	0.33618233	0.23383084	0.64835167	0.6156863	0.53	0.23	0.01	0.06	0.19	12	75																					
"1999-2000"	106.0	1.0	12.0	"NEW YOR"	"VELAZQUEZ, NYDIA M."	0	0	0.0	0.0	0.0	2.0	"NY"	33.0	"2"	0.0	7.0	1.0	0.0	1953-03-28	45.0	0.85	21911	0.5207366	0.33836716	0.474	0.105	0.99554914	0.56880736	0.4726477	0.17092338	0.588551	0.7051282	0.3	0.38	0.0	0.12	0.19	87	0																					
"1999-2000"	106.0	1.0	4.0	"MINNESO"	"VENTO, BRUCE"	0	3	3.0	0.0	0.0	2.0	"MN"	24.0	"4"	0.0	23.0	0.0	1.0	1940-10-07	58.0	0.58	40605	0.533296	0.8894031	0.85300004	0.283	0.9978935	0.3605442	0.30081302	0.18466899	0.52459013	0.60897434	0.51	0.25	0.01	0.03	0.2	62	8																					
"1999-2000"	106.0	1.0	1.0	"INDIANA"	"VISCLOSKEY, PETER J."	0	2	2.0	0.0	0.0	2.0	"IN"	15.0	"3"	0.0	15.0	0.0	1.0	1949-08-13	49.0	0.58	36640	0.530981	0.7416633	0.75	0.142	0.9102479	0.24340177	0.26408452	0.25236592	0.53846157	0.5257143	0.55	0.2	0.01	0.05	0.19	87	32																					
"1999-2000"	106.0	2.0	1.0	"LOUISIA"	"VITTER, DAVID"	3	0	3.0	1.0	1.0	2.0	"LA"	19.0	"7"	1.0	1.0	0.0	1.0	1961-05-03	37.0	0.37	33061	0.5294814	0.8759577	0.763	0.22	0.71758074	0.18699187	0.39726028	0.5051546	0.72440946	0.49367088	0.52	0.28	0.0	0.03	0.15	0	100																					
"1999-2000"	106.0	2.0	2.0	"OREGON"	"WALDEN, GREGORY PAUL (GREG)"	0	1	1.0	0.0	0.0	1.0	"OR"	38.0	"9"	1.0	1.0	0.0	1.0	1957-01-10	42.0	0.38	28187	0.5117817	0.9373628	0.77599996	0.152	0.50003165	0.5762712	0.42857143	0.0877193	0.5	0.66	0.46	0.14	0.05	0.06	0.29	50	70																					
"1999-2000"	106.0	2.0	25.0	"NEW YOR"	"WALSH, JAMES T."	1	2	3.0	1.0	0.33333334	2.0	"NY"	33.0	"2"	1.0	11.0	0.0	1.0	1947-09-19	51.0	0.51	37404	0.530206	0.91000575	0.799	0.22700001	0.7432457	0.56880736	0.4726477	0.17092338	0.588551	0.7051282	0.3	0.38	0.0	0.12	0.19	25	95																					
"1999-2000"	106.0	2.0	3.0	"TENNESS"	"WAMP, ZACH"	1	1	2.0	1.0	0.5	1.0	"TN"	43.0	"6"	1.0	5.0	0.0	1.0	1957-10-28	41.0	0.46	29557	0.53212255	0.8736569	0.675	0.16	0.6465381	0.3266129	0.35164836	0.24770643	0.63492066	0.5067568	0.76	0.06	0.0	0.03	0.14	12	95																					
"1999-2000"	106.0	1.0	35.0	"CALIFOR"	"WATERS, MAXINE"	1	1	2.0	1.0	0.5	1.0	"CA"	5.0	"9"	0.0	9.0	1.0	0.0	1938-08-31	60.0	0.84	26853	0.51669705	0.21283732	0.571	0.101	0.9996759	0.56766915	0.37880987	0.23116884	0.63414633	0.67287785	0.33	0.32	0.02	0.08	0.25	100	0																					
"1999-2000"	106.0	2.0	3.0	"OKLAHOM"	"WATKINS, WES"	2	1	3.0	1.0	0.6666667	1.0	"OK"	37.0	"7"	1.0	3.0	0.0	1.0	1938-12-15	60.0	0.47	23106	0.524756	0.8338871	0.667	0.133	0.43521774	0.2857143	0.0	0.14285715	0.5714286	0.71428573	0.71	0.07	0.0	0.03	0.19	12	100																					
"1999-2000"	106.0	1.0	12.0	"NORTH C"	"WATT, MELVIN LU"	0	2	2.0	0.0	0.0	1.0	"NC"	34.0	"5"	0.0	7.0	0.0	0.0	1945-08-26	53.0	0.69	27977	0.54625964	0.41798413	0.65599996	0.143	0.86291313	0.2704918	0.44594595	0.20408164	0.75	0.6625	0.69	0.1	0.01	0.05	0.15	100	5																					
"1999-2000"	106.0	2.0	4.0	"OKLAHOM"	"WATTS, JULIUS C."	3	2	5.0	1.0	0.6	1.0	"OK"	37.0	"7"	1.0	5.0	0.0	0.0	1957-11-18	41.0	0.4	29639	0.50785166	0.841603	0.775	0.187	0.7420217	0.2857143	0.0	0.14285715	0.5714286	0.71428573	0.71	0.07	0.0	0.03	0.19	12	100																					
"1999-2000"	106.0	1.0	29.0	"CALIFOR"	"WAXMAN, HENRY A."	1	1	2.0	1.0	0.5	4.0	"CA"	5.0	"9"	0.0	25.0	0.0	1.0	1939-09-12	59.0	0.66	55001	0.5097838	0.8375166	0.86300004	0.435	0.99968505	0.56766915	0.37880987	0.23116884	0.63414633	0.67287785	0.33	0.32	0.02	0.08	0.25	100	0																					
"1999-2000"	106.0	1.0	9.0	"NEW YOR"	"WEINER, ANTHONY DAVID"	0	0	0.0	0.0	0.0	4.0	"NY"	33.0	"2"	0.0	1.0	0.0	1.0	1964-09-04	34.0	0.66	43401	0.53802663	0.8760343	0.752	0.24200001	0.9992039	0.56880736	0.4726477	0.17092338	0.588551	0.7051282	0.3	0.38	0.0	0.12	0.19	100	0																					
"1999-2000"	106.0	2.0	7.0	"PENNSYL"	"WELDON, CURT"	3	2	5.0	1.0	0.6	1.0	"PA"	39.0	"2"	1.0	13.0	0.0	1.0	1947-07-22	51.0	0.45	49477	0.53028345	0.93827796	0.84599996	0.31	0.9528817	0.42366412	0.41968912	0.17213115	0.47565544	0.6730769	0.48	0.27	0.01	0.06	0.18	12	95																					
"1999-2000"	106.0	2.0	15.0	"FLORIDA"	"WELDON, DAVID J."	1	0	1.0	1.0	1.0	1.0	"FL"	10.0	"5"	1.0	5.0	0.0	1.0	1953-08-31	45.0	0.41	34313	0.51235396	0.9021491	0.79800004	0.189	0.82218736	0.3923445	0.3932927	0.274359	0.61662817	0.59574467	0.48	0.26	0.01	0.07	0.18	25	100																					
"1999-2000"	106.0	2.0	11.0	"ILLINOI"	"WELLER, GERALD C. (JERRY)"	0	0	0.0	0.0	0.0	1.0	"IL"	14.0	"3"	1.0	5.0	0.0	1.0	1957-07-07	41.0	0.51	39073	0.5209091	0.87400794	0.758	0.134	0.79640365	0.44573644	0.4278846	0.2007874	0.66159695	0.6785714	0.46	0.29	0.0	0.06	0.19	25	100																					
"1999-2000"	106.0	1.0	19.0	"FLORIDA"	"WEXLER, ROBERT"	2	1	3.0	1.0	0.6666667	4.0	"FL"	10.0	"5"	0.0	3.0	0.0	1.0	1961-01-02	38.0	0.65	40691	0.5347168	0.94776887	0.82699996	0.22799999	0.9790158	0.3923445	0.3932927	0.274359	0.61662817	0.59574467	0.48	0.26	0.01	0.07	0.18	100	0																					
"1999-2000"	106.0	1.0	2.0	"RHODE I"	"WEYGAND, ROBERT A."	2	1	3.0	1.0	0.6666667	2.0	"RI"	40.0	"1"	0.0	3.0	0.0	1.0	1948-05-10	50.0	0.59	39454	0.52916986	0.9003342	0.73300004	0.207	0.8068284						0.24	0.51	0.02	0.04	0.19	62	90																					
"1999-2000"	106.0	2.0	1.0	"KENTUCK"	"WHITFIELD, EDWARD"	1	0	1.0	1.0	1.0	1.0	"KY"	18.0	"6"	1.0	5.0	0.0	1.0	1943-05-25	55.0	0.47	24800	0.5197169	0.9141277	0.62	0.095	0.38596544	0.2		0.0	0.8125	0.6	0.61	0.14	0.01	0.05	0.19	25	100																					
"1999-2000"	106.0	2.0	1.0	"MISSISS"	"WICKER, ROGER F."	2	1	3.0	1.0	0.6666667	1.0	"MS"	25.0	"6"	1.0	5.0	0.0	1.0	1951-07-05	47.0	0.42	25412	0.5313911	0.7678001	0.59599996	0.108	0.32959023						0.8	0.05	0.01	0.02	0.12	0	100																					
"1999-2000"	106.0	2.0	1.0	"NEW MEX"	"WILSON, HEATHER A."	1	2	3.0	1.0	0.33333334	1.0	"NM"	32.0	"8"	1.0	1.0	1.0	1.0	1960-12-30	38.0	0.48	32051	0.5189889	0.77572894	0.816	0.26	0.92409754	0.43835616	0.43939394	0.09589041	0.2	0.5625	0.32	0.4	0.03	0.03	0.21	12	85																					
"1999-2000"	106.0	1.0	2.0	"WEST VI"	"WISE, ROBERT E."	1	1	2.0	1.0	0.5	1.0	"WV"	49.0	"5"	0.0	17.0	0.0	1.0	1948-01-06	51.0	0.49	26917	0.52649254	0.9600566	0.67300004	0.131	0.37860185	0.3943662	0.19607843	0.265625	0.75	0.6458333	0.67	0.08	0.0	0.04	0.19	100	5																					
"1999-2000"	106.0	2.0	10.0	"VIRGINI"	"WOLF, FRANK R."	4	1	5.0	1.0	0.8	1.0	"VA"	47.0	"5"	1.0	19.0	0.0	1.0	1939-01-30	59.0	0.38	51076	0.50502646	0.9069285	0.812	0.303	0.56397426	0.46741155	0.3363431	0.2874494	0.54264975	0.6042403	0.61	0.14	0.01	0.06	0.17	25	95																					
"1999-2000"	106.0	1.0	6.0	"CALIFOR"	"WOOLSEY, LYNN"	1	3	4.0	1.0	0.25	1.0	"CA"	5.0	"9"	0.0	7.0	1.0	1.0	1937-11-03	61.0	0.57	47395	0.515702	0.8997544	0.878	0.33	0.81349796	0.56766915	0.37880987	0.23116884	0.63414633	0.67287785	0.33	0.32	0.02	0.08	0.25	100	0																					
"1999-2000"	106.0	1.0	1.0	"OREGON"	"WU, DAVE"	1	1	2.0	1.0	0.5	1.0	"OR"	38.0	"9"	0.0	1.0	0.0	0.0	1955-04-08	43.0	0.5	40587	0.5134545	0.93234015	0.873	0.308	0.81549656	0.5762712	0.42857143	0.0877193	0.5	0.66	0.46	0.14	0.05	0.06	0.29	100	0																					
"1999-2000"	106.0	1.0	4.0	"MARYLAN"	"WYNN, ALBERT R."	1	0	1.0	1.0	1.0	1.0	"MD"	21.0	"5"	0.0	7.0	0.0	0.0	1951-09-10	47.0	0.81	46396	0.5349647	0.33475715	0.83	0.277	0.9937292	0.5591398	0.40397352	0.17159763	0.62827224	0.7425743	0.5	0.22	0.03	0.07	0.18	100	5																					
"1999-2000"	106.0	2.0	10.0	"FLORIDA"	"YOUNG, C.W. (BILL)"	0	3	3.0	0.0	0.0	1.0	"FL"	10.0	"5"	1.0	29.0	0.0	1.0	1930-12-16	68.0	0.51	31582	0.5431664	0.885897	0.76	0.173	0.999584	0.3923445	0.3932927	0.274359	0.61662817	0.59574467	0.48	0.26	0.01	0.07	0.18	37	100																					
"1999-2000"	106.0	2.0	1.0	"ALASKA"	"YOUNG, DONALD E."	2	0	2.0	1.0	1.0	1.0	"AK"	2.0	"9"	1.0	27.0	0.0	1.0	1933-06-09	65.0	0.33	46581	0.4681585	0.7553809	0.866	0.23	0.6742436	0.61290324	0.43589744	0.17204301	0.6041667	0.73214287						25	100																					
"2001-2002"	107.0	1.0	1.0	"HAWAII"	"ABERCROMBIE, NEIL"	0	0	0.0	0.0	0.0	0.0	"HI"	12.0	"9"	0.0	11.0	0.0	1.0	1938-06-26	62.0	0.5851064	46389	0.5000151	0.2909628	0.814	0.266	0.9979499											100	12																					
"2001-2002"	107.0	1.0	5.0	"NEW YOR"	"ACKERMAN, GARY L."	1	2	3.0	1.0	0.33333334	4.0	"NY"	33.0	"2"	0.0	19.0	0.0	1.0	1942-11-19	58.0	0.63917524	57915	0.5283446	0.84014803	0.839	0.348	0.9934435	0.56880736	0.4726477	0.17092338	0.588551	0.7051282	0.3	0.38	0.0	0.12	0.19	100	0																					
"2001-2002"	107.0	2.0	4.0	"ALABAMA"	"ADERHOLT, ROBERT B."	1	0	1.0	1.0	1.0	1.0	"AL"	1.0	"6"	1.0	5.0	0.0	1.0	1965-07-22	35.0	0.39795917	25401	0.5291693	0.92517847	0.577	0.081	0.3419504	0.29707113	0.5	0.31400967	0.5483871	0.53435117	0.69	0.13	0.02	0.04	0.12	0	100																					
"2001-2002"	107.0	2.0	2.0	"MISSOUR"	"AKIN, TODD"	2	4	6.0	1.0	0.33333334	1.0	"MO"	26.0	"4"	1.0	1.0	0.0	1.0	1947-07-05	53.0	0.4387755	50632	0.5220884	0.94249743	0.864	0.336	0.96834093	0.4362416	0.26717559	0.23448277	0.6092715	0.64634144	0.56	0.19	0.02	0.02	0.21	0	100																					
"2001-2002"	107.0	1.0	1.0	"MAINE"	"ALLEN, THOMAS H."	2	0	2.0	1.0	1.0	1.0	"ME"	20.0	"1"	0.0	5.0	0.0	1.0	1945-04-16	55.0	0.5425532	36067	0.5252141	0.9851513	0.817	0.22399999	0.4894656						0.58	0.24	0.02	0.03	0.2	100	0																					
"2001-2002"	107.0	1.0	1.0	"NEW JER"	"ANDREWS, ROBERT E."	2	0	2.0	1.0	1.0	1.0	"NJ"	31.0	"2"	0.0	11.0	0.0	1.0	1957-08-04	43.0	0.6597938	40674	0.52912766	0.7835612	0.742	0.169	0.9607588	0.5555556	0.37719297	0.16475096	0.5729927	0.70714283	0.31	0.37	0.02	0.09	0.2	100	0																					
"2001-2002"	107.0	2.0	26.0	"TEXAS"	"ARMEY, RICHARD K."	1	4	5.0	1.0	0.2	1.0	"TX"	44.0	"7"	1.0	17.0	0.0	1.0	1940-07-07	60.0	0.28	48733	0.5100261	0.8712366	0.883	0.37	0.9536379	0.36551723	0.32517484	0.2549923	0.58533335	0.5652174	0.52	0.28	0.01	0.03	0.15	0	100																					
"2001-2002"	107.0	1.0	42.0	"CALIFOR"	"BACA, JOE"	2	2	4.0	1.0	0.5	2.0	"CA"	5.0	"9"	0.0	1.0	0.0	0.0	1947-01-23	53.0	0.59375	36818	0.51268846	0.6601451	0.72199994	0.127	0.99501085	0.56766915	0.37880987	0.23116884	0.63414633	0.67287785	0.33	0.32	0.02	0.08	0.25	100	0																					
"2001-2002"	107.0	2.0	6.0	"ALABAMA"	"BACHUS, SPENCER"	2	3	5.0	1.0	0.4	1.0	"AL"	1.0	"6"	1.0	9.0	0.0	1.0	1947-12-28	53.0	0.25252524	38768	0.5293641	0.89700913	0.78900003	0.26299998	0.7724739	0.29707113	0.5	0.31400967	0.5483871	0.53435117	0.69	0.13	0.02	0.04	0.12	0	100																					
"2001-2002"	107.0	1.0	3.0	"WASHING"	"BAIRD, BRIAN NORTON"	0	0	0.0	0.0	0.0	1.0	"WA"	48.0	"9"	0.0	3.0	0.0	1.0	1956-03-07	44.0	0.49473685	33913	0.51687753	0.94766665	0.815	0.169	0.6248213	0.5913978	0.26923078	0.20555556	0.52910054	0.7079646	0.39	0.2	0.04	0.05	0.31	100	0																					
"2001-2002"	107.0	2.0	6.0	"LOUISIA"	"BAKER, RICHARD H."	1	1	2.0	1.0	0.5	1.0	"LA"	19.0	"7"	1.0	15.0	0.0	1.0	1948-05-22	52.0	0.4489796	29808	0.51637304	0.8343347	0.752	0.199	0.5460128	0.18699187	0.39726028	0.5051546	0.72440946	0.49367088	0.52	0.28	0.0	0.03	0.15	0	100																					
"2001-2002"	107.0	1.0	2.0	"MAINE"	"BALDACCI, JOHN E."	0	1	1.0	0.0	0.0	2.0	"ME"	20.0	"1"	0.0	7.0	0.0	1.0	1955-01-30	45.0	0.50537634	29273	0.518542	0.98289436	0.756	0.147	0.40016267						0.58	0.24	0.02	0.03	0.2	100	0																					
"2001-2002"	107.0	1.0	2.0	"WISCONS"	"BALDWIN, TAMMY"	0	0	0.0	0.0	0.0	0.0	"WI"	50.0	"3"	0.0	3.0	1.0	1.0	1962-02-11	38.0	0.61702126	37432	0.51285547	0.955182	0.84800005	0.26700002	0.63540506	0.37906137	0.27542374	0.15969582	0.47517732	0.7092199	0.5	0.28	0.0	0.02	0.2	100	0																					
"2001-2002"	107.0	2.0	10.0	"NORTH C"	"BALLENGER, CASS"	3	0	3.0	1.0	1.0	1.0	"NC"	34.0	"5"	1.0	15.0	0.0	1.0	1926-12-06	74.0	0.33333334	32577	0.51805645	0.93692094	0.65400004	0.136	0.29421094	0.2704918	0.44594595	0.20408164	0.75	0.6625	0.69	0.1	0.01	0.05	0.15	0	100																					
"2001-2002"	107.0	1.0	5.0	"MICHIGA"	"BARCIA, JAMES A."	0	0	0.0	0.0	0.0	2.0	"MI"	23.0	"3"	0.0	9.0	0.0	1.0	1952-02-25	48.0	0.5408163	31422	0.5269595	0.8887764	0.73800004	0.107	0.49477586	0.38826185	0.33618233	0.23383084	0.64835167	0.6156863	0.53	0.23	0.01	0.06	0.19	55	100																					
"2001-2002"	107.0	2.0	7.0	"GEORGIA"	"BARR, BOB"	1	3	4.0	1.0	0.25	1.0	"GA"	11.0	"5"	1.0	7.0	0.0	1.0	1948-11-05	52.0	0.3877551	33046	0.52490747	0.8594456	0.645	0.124	0.53832954	0.34615386	0.44727272	0.2524272	0.62702703	0.6315789	0.69	0.08	0.02	0.05	0.16	0	100																					
"2001-2002"	107.0	1.0	5.0	"WISCONS"	"BARRETT, THOMAS M."	3	1	4.0	1.0	0.75	2.0	"WI"	50.0	"3"	0.0	9.0	0.0	1.0	1953-12-08	47.0	0.6770833	31831	0.5483884	0.6127353	0.763	0.236	1.0	0.37906137	0.27542374	0.15969582	0.47517732	0.7092199	0.5	0.28	0.0	0.02	0.2	100	0																					
"2001-2002"	107.0	2.0	6.0	"MARYLAN"	"BARTLETT, ROSCOE G."	4	6	10.0	1.0	0.4	1.0	"MD"	21.0	"5"	1.0	9.0	0.0	1.0	1926-06-03	74.0	0.39583334	42229	0.5135131	0.9383709	0.77599996	0.20899999	0.5297965	0.5591398	0.40397352	0.17159763	0.62827224	0.7425743	0.5	0.22	0.03	0.07	0.18	0	100																					
"2001-2002"	107.0	2.0	6.0	"TEXAS"	"BARTON, JOE L."	2	1	3.0	1.0	0.6666667	1.0	"TX"	44.0	"7"	1.0	17.0	0.0	1.0	1949-09-15	51.0	0.29	48617	0.5105641	0.9085704	0.9	0.32799998	0.9094393	0.36551723	0.32517484	0.2549923	0.58533335	0.5652174	0.52	0.28	0.01	0.03	0.15	0	100																					
"2001-2002"	107.0	2.0	2.0	"NEW HAM"	"BASS, CHARLES F."	1	1	2.0	1.0	0.5	1.0	"NH"	30.0	"1"	1.0	7.0	0.0	1.0	1952-01-08	49.0	0.50526315	41291	0.5161922	0.98096204	0.819	0.249	0.46997434	0.5208333	0.3152174	0.22222222	0.6138614	0.72131145	0.37	0.35	0.0	0.03	0.24	36	6																					
"2001-2002"	107.0	1.0	30.0	"CALIFOR"	"BECERRA, XAVIER"	3	0	3.0	1.0	1.0	2.0	"CA"	5.0	"9"	0.0	9.0	0.0	0.0	1958-01-26	42.0	0.79787236	24390	0.49228692	0.43562523	0.528	0.161	1.0	0.56766915	0.37880987	0.23116884	0.63414633	0.67287785	0.33	0.32	0.02	0.08	0.25	100	0																					
"2001-2002"	107.0	1.0	25.0	"TEXAS"	"BENTSEN, KENNETH"	2	0	2.0	1.0	1.0	1.0	"TX"	44.0	"7"	0.0	7.0	0.0	1.0	1959-06-03	41.0	0.51	25899	0.52020097	0.60682213	0.78300005	0.225	0.99031997	0.36551723	0.32517484	0.2549923	0.58533335	0.5652174	0.52	0.28	0.01	0.03	0.15	100	0																					
